stock,date,n_articles,mean_score,weighted_score,mean_confidence,pos_count,neg_count,neu_count,pos_ratio,neg_ratio
BEXIMCO,2014-03-14,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXIMCO,2014-09-02,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXIMCO,2015-11-03,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXIMCO,2017-01-10,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXIMCO,2018-03-30,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXIMCO,2018-10-15,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXIMCO,2020-05-22,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXIMCO,2020-09-07,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXIMCO,2021-07-07,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXIMCO,2023-06-30,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXIMCO,2024-07-16,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXIMCO,2024-09-02,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXIMCO,2025-04-07,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXIMCO,2026-02-22,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXIMCO,2026-03-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXIMCO,2026-05-29,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXIMCO,2026-07-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2010-10-21,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2011-02-02,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2011-09-07,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2012-06-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2012-07-14,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2012-08-07,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2013-10-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2014-07-22,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2016-08-05,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2018-01-16,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2018-02-24,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2019-03-11,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2022-08-12,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2023-03-31,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2023-08-29,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2023-11-20,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BEXPHARMA,2024-07-31,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2025-05-14,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2025-06-08,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BEXPHARMA,2025-06-09,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BEXPHARMA,2026-01-09,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2010-01-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2011-07-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2011-11-02,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2012-09-21,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2013-04-23,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2013-04-26,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BRACBANK,2013-12-21,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BRACBANK,2014-09-17,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2014-10-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2016-02-12,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BRACBANK,2016-05-13,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2017-11-06,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BRACBANK,2019-02-12,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2019-08-05,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BRACBANK,2019-09-30,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2019-12-05,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2020-08-24,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2022-03-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2024-08-30,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2024-11-14,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BRACBANK,2024-11-24,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BRACBANK,2025-01-06,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BRACBANK,2026-06-27,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2012-06-08,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2012-08-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2014-01-02,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2015-08-08,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2015-10-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2015-11-26,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2016-01-14,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2016-03-15,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2018-04-23,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2018-04-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2018-12-27,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BSCCL,2019-06-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2020-07-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2021-06-14,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BSCCL,2021-07-06,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BSCCL,2022-07-13,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2022-07-15,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2022-08-19,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2023-01-26,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2023-02-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2023-07-03,1,1.0,1.0,1.0,1,0,0,1.0,0.0
BSCCL,2024-09-25,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2024-10-14,1,0.0,0.0,0.0,0,0,1,0.0,0.0
BSCCL,2025-02-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
BSCCL,2026-04-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2010-04-09,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2011-03-11,1,1.0,1.0,1.0,1,0,0,1.0,0.0
CUSTOMERS,2012-05-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2012-05-08,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
CUSTOMERS,2012-12-07,1,1.0,1.0,1.0,1,0,0,1.0,0.0
CUSTOMERS,2013-02-03,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2014-09-16,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
CUSTOMERS,2017-02-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
CUSTOMERS,2017-05-19,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2018-06-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2019-08-09,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2020-09-02,1,0.0,0.0,0.0,0,0,1,0.0,0.0
CUSTOMERS,2021-07-01,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
CUSTOMERS,2022-09-23,1,1.0,1.0,1.0,1,0,0,1.0,0.0
CUSTOMERS,2024-04-29,1,1.0,1.0,1.0,1,0,0,1.0,0.0
CUSTOMERS,2024-06-21,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
CUSTOMERS,2025-08-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2010-04-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2011-02-25,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2013-12-06,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2014-03-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2015-05-22,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DBBL,2016-03-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DBBL,2016-09-01,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2016-10-25,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2018-04-10,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2019-08-09,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2020-07-10,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2020-12-29,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2021-01-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2022-01-07,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2023-01-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2023-11-15,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2024-02-13,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DBBL,2025-07-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2025-11-07,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2026-05-25,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DBBL,2026-08-07,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2010-03-01,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2011-06-02,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2011-12-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2012-10-12,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2013-06-11,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2013-07-17,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2013-10-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2014-02-05,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2014-04-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2014-08-12,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2014-09-12,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2014-10-17,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2014-11-26,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2015-05-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2015-10-12,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2016-04-08,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2017-02-14,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2017-12-26,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2018-05-25,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2018-08-15,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2018-08-28,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2019-01-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2019-06-17,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2019-12-17,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2020-03-20,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2020-10-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2021-09-23,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2021-12-16,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2022-01-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2022-09-08,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2022-10-08,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2022-12-02,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2023-07-21,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2023-08-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2024-03-18,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2024-04-24,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2024-10-18,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2024-11-11,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DSEX,2025-02-20,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2025-10-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2026-03-13,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DSEX,2026-03-15,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DSEX,2026-07-03,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2011-09-09,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2012-08-13,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2013-03-31,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DUTCHBANGL,2013-06-18,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2014-03-26,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2014-04-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DUTCHBANGL,2014-12-19,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2015-03-24,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2015-03-31,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DUTCHBANGL,2016-06-02,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2016-06-12,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2018-04-24,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2018-07-31,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2018-11-30,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2020-04-01,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2020-11-11,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DUTCHBANGL,2020-12-11,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2022-10-28,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2023-05-24,1,1.0,1.0,1.0,1,0,0,1.0,0.0
DUTCHBANGL,2023-12-05,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2024-06-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
DUTCHBANGL,2024-10-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2025-01-14,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2025-10-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
DUTCHBANGL,2026-01-27,1,0.0,0.0,0.0,0,0,1,0.0,0.0
EBL,2010-09-13,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2010-11-05,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2011-07-14,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2016-05-06,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2016-12-16,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2017-01-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2017-08-24,1,0.0,0.0,0.0,0,0,1,0.0,0.0
EBL,2019-03-20,1,0.0,0.0,0.0,0,0,1,0.0,0.0
EBL,2019-05-15,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2020-04-24,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2020-10-23,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2021-03-31,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2022-09-23,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2023-07-06,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2023-10-18,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2024-02-01,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2025-11-24,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
EBL,2026-07-28,1,1.0,1.0,1.0,1,0,0,1.0,0.0
EBL,2026-07-29,1,0.0,0.0,0.0,0,0,1,0.0,0.0
GP,2011-07-06,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2011-11-03,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2012-11-30,1,0.0,0.0,0.0,0,0,1,0.0,0.0
GP,2013-12-24,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2014-01-07,1,0.0,0.0,0.0,0,0,1,0.0,0.0
GP,2014-10-09,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2014-12-12,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2016-08-25,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2017-10-05,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
GP,2018-01-17,1,0.0,0.0,0.0,0,0,1,0.0,0.0
GP,2020-03-13,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2022-03-29,1,0.0,0.0,0.0,0,0,1,0.0,0.0
GP,2022-11-04,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2023-02-17,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
GP,2024-01-19,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2024-10-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
GP,2024-10-25,1,1.0,1.0,1.0,1,0,0,1.0,0.0
GP,2025-02-06,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2012-03-15,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2013-05-08,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2013-09-20,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2014-05-05,1,1.0,1.0,1.0,1,0,0,1.0,0.0
HEIDELBCEM,2015-09-16,1,1.0,1.0,1.0,1,0,0,1.0,0.0
HEIDELBCEM,2016-07-15,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2016-10-12,1,1.0,1.0,1.0,1,0,0,1.0,0.0
HEIDELBCEM,2017-02-06,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2017-07-31,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2017-09-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2017-09-21,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2017-11-03,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2019-07-26,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2020-04-21,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2020-08-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2023-11-02,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2024-03-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2024-06-19,1,0.0,0.0,0.0,0,0,1,0.0,0.0
HEIDELBCEM,2025-05-30,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
HEIDELBCEM,2025-08-08,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ISLAMI BANK,2010-12-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2011-01-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2011-03-04,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2011-12-02,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ISLAMI BANK,2013-12-05,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2014-06-23,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ISLAMI BANK,2016-05-27,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2017-03-03,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2018-01-04,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ISLAMI BANK,2019-05-23,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ISLAMI BANK,2019-10-20,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2020-02-21,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ISLAMI BANK,2021-02-16,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2021-07-07,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ISLAMI BANK,2022-02-08,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ISLAMI BANK,2022-08-05,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ISLAMI BANK,2022-09-21,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ISLAMI BANK,2023-10-16,1,1.0,1.0,1.0,1,0,0,1.0,0.0
